ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap,current_ratio,working_capital,working_capital_to_assets,ocf_to_current_liabilities,cash_ratio,ocf_to_total_debt,roa,roe,operating_margin,ebit_to_assets,debt_ratio,equity_multiplier,ebit_to_interest,icr,company_size,revenue_growth,assets_growth,altman_x1,altman_x2,altman_x3,altman_x4,altman_z_score,springate_s_score,springate_distressed,zmijewski_x_score,zmijewski_distressed,distress_label,distress_label_next_year
AAM,2023,212857324000,173748815000,10221545000,9148047000,202635779000,6534663000,136763342000,703151000,-4321664000,0,-24230847000,405271558000,18.99299544482008,164600768000,0.7732915405814272,-2.6487453551561333,18.99299544482008,-2.3705659956493856,0.0033033911485235,0.0034700239191223,-0.0315995787818639,-0.020303102185011,0.0480206403421664,1.0504429427539546,9999.0,9999.0,26.083887937836952,-0.3549137461606489,-0.0261791105775123,0.7732915405814272,0.0306997329347239,-0.020303102185011,39.64875740409106,46.66763206319371,0.6793713488139219,1,-4.117119591997287,0,0,0
AAM,2024,202353239000,165582776000,6013144000,4931214000,196340095000,238979000,153483344000,-6295684000,-3709323000,0,34043716000,392680190000,33.578501358894584,160651562000,0.7939164344189222,6.903719043626985,33.578501358894584,5.661550097586221,-0.0311123460692418,-0.0320651978904257,-0.0241675930646911,-0.0183309297065415,0.029716074868463,1.0306261642585026,9999.0,9999.0,26.033280715058883,0.1222549972491897,-0.0493480083400841,0.7939164344189222,0.0011809991338957,-0.0183309297065415,65.30363982635373,73.65757983700809,0.5683942916372673,1,-4.124926821373751,0,0,0
AAN,2023,1109449124000,828815024000,698398061000,696398061000,411051063000,59471397000,1531714060000,30174664000,36067214000,6973127000,-107325041000,822102126000,1.1901455078864729,132416963000,0.1193537947216406,-0.1541145029121498,1.1901455078864729,-0.1536731657678528,0.0271978798732189,0.0734085536229351,0.0235469628058385,0.0325091193636383,0.629499853478635,2.699054263241256,5.172315662686195,5.172315662686195,27.7348847233781,0.0,0.0,0.1193537947216406,0.0536044381968433,0.0325091193636383,1.177125441646952,2.412154357748621,0.8025539558711055,1,-0.8390018766328111,0,0,0
AAN,2024,1285561916000,1017750731000,846532329000,846532329000,439029587000,87441825000,2436930384000,27978524000,36698131000,21516019000,-297307975000,878059174000,1.2022585507186223,171218402000,0.1331856520242468,-0.3512068763530944,1.2022585507186223,-0.3512068763530944,0.0217636534279536,0.0637281058690926,0.0150591626420461,0.0285463738021934,0.6584920714157185,2.9281897030780297,1.705619008795261,1.705619008795261,27.88221702740884,0.5909825780407083,0.158738952684053,0.1331856520242468,0.068018369175149,0.0285463738021934,1.0372423402154556,2.3763738499670133,0.9949013209920704,0,-0.6493406675590702,0,0,1
AAT,2022,1053445888000,443749377000,321963823000,212741734000,731482064000,93219674000,961625809000,89028136000,112467509000,19228405000,0,1462964128000,2.0858595474266464,231007643000,0.2192876213495647,0.0,2.0858595474266464,0.0,0.0845113517591517,0.1217092535573093,0.116955584955603,0.1067615435032197,0.3056291990576359,1.4401527253305284,5.849029547692593,5.849029547692593,27.6830877048468,0.0,0.0,0.2192876213495647,0.0884902348206802,0.1067615435032197,4.543877365998354,7.215513768208471,1.2080201625908789,0,-2.9465580864773644,0,0,1
AAT,2023,1011341063000,468060302000,303719940000,227949508000,707621123000,-817407000,599354540000,-2466576000,6509245000,23346940000,0,1415242246000,2.053350788543926,240110794000,0.237418219020738,0.0,2.053350788543926,0.0,-0.0024389160988709,-0.0034857297497604,0.0108604249498135,0.0064362510711186,0.3003140593333151,1.42921265367597,0.2788050596780563,0.2788050596780563,27.642298351203056,-0.3767278972854606,-0.0399686642471378,0.237418219020738,-0.0008082406913996,0.0064362510711186,4.659694868897972,6.490759871662867,0.4526019427075513,1,-2.58544814250936,0,1,1
AAT,2024,1334267673000,338201143000,608875691000,200201307000,725391982000,-7322332000,583009927000,-8311081000,-10758712000,20668977000,-67642708000,1450783964000,1.6893053700193876,137999836000,0.1034273997583392,-0.33787345853841,1.6893053700193876,-0.111094446698809,-0.0062289457866525,-0.0114573654055084,-0.0184537372379938,-0.0080633835456792,0.4563369879381017,1.8393747189226584,-0.5205246490912443,-0.5205246490912443,27.91940369771636,-0.027270358209016,0.3193053479328565,0.1034273997583392,-0.0054879033256769,-0.0080633835456792,2.38272603988718,3.108269582027572,0.1529490445622557,1,-1.6776061341929611,0,1,1
AAV,2022,1079605283000,749900579000,270529247000,219473052000,809076036000,4671109000,496455980000,3516456000,6943673000,6675070000,-29951179000,1618152072000,3.4168230321050985,530427527000,0.491316164669046,-0.1364685947867531,3.4168230321050985,-0.1107132753006923,0.0032571682033904,0.004346261468063,0.0139864827491855,0.0064316774930046,0.2505816257662755,1.3343681371870468,1.040239727823079,1.040239727823079,27.70761661155736,0.0,0.0,0.491316164669046,0.0043266822361409,0.0064316774930046,5.981431175905354,9.560862631772377,0.7105484545040592,1,-2.900009282175908,0,0,1
AAV,2023,918101485000,668923956000,138202913000,87391861000,779898572000,-12265599000,73112404000,-17328079000,-17874892000,5264449000,30319080000,1559797144000,7.654304970116153,581532095000,0.6334072044333966,0.3469325364292219,7.654304970116153,0.2193809040768916,-0.0188738165476336,-0.0222183750837794,-0.2444850808079023,-0.0194694075677265,0.150531194272058,1.1772062649705686,-3.3953965552710264,-3.3953965552710264,27.54557377156562,-0.8527313458889145,-0.1495952275735576,0.6334072044333966,-0.0133597420333112,-0.0194694075677265,11.286282684938776,15.83136090238508,0.4497393586136258,1,-3.387657238065381,0,1,1
AAV,2024,933947489000,569300355000,167729848000,114556400000,766217642000,-27945669000,38485998000,-15755564000,-13148750000,312376000,211340438000,1532435284000,4.969607590671495,454743955000,0.486905270752326,1.8448592832875328,4.969607590671495,1.2600049455717626,-0.0168698606565877,-0.0205627789499527,-0.3416502282206635,-0.0140786823187229,0.1795923753482033,1.218906271281078,-42.092702384306094,-42.092702384306094,27.56268605196735,-0.4736050807466267,0.0172595342224068,0.486905270752326,-0.0299220987573103,-0.0140786823187229,9.136330249342382,12.59509055081411,0.3972197117359703,1,-3.220287517923281,0,1,1
ABC,2022,751934853000,573013322000,201183986000,193791098000,550750868000,58509231000,1387889621000,777844183000,789817458000,5805449000,250141934000,1101501736000,2.9568609080278807,379222224000,0.5043285631554573,1.2907813443525666,2.9568609080278807,1.2433491301837514,1.0344568813330428,1.412334011972905,0.5690780059518868,1.050380169038394,0.2675550750139254,1.365290363918228,136.04760940971147,136.04760940971147,27.345915525494576,0.0,0.0,0.5043285631554573,0.0778115694020104,1.050380169038394,5.475096492023972,16.369467143113532,7.152561247035536,0,-7.441819482051429,0,0,0
ABC,2023,641306840000,546045332000,143101542000,141991230000,498205298000,41597082000,1078709787000,26324248000,26016963000,3453701000,-204781887000,996410596000,3.845627170072405,404054102000,0.6300480157049315,-1.4422150368019209,3.845627170072405,-1.431025019981965,0.0410478204161989,0.0528381534794517,0.0241185936324502,0.0405686660070552,0.2231405203786692,1.287234083167056,7.5330675701226015,7.5330675701226015,27.18677386887937,-0.2227697572788463,-0.1471244650498997,0.6300480157049315,0.0648629944442819,0.0405686660070552,6.962961978425082,11.928299857826458,1.551192998551615,0,-3.228196734394769,0,0,0
ABC,2024,897364062000,815088889000,406486107000,405221911000,490877955000,21790614000,1146997929000,7026865000,11034189000,3968107000,199843000,981755910000,2.011463020320241,409866978000,0.4567454786260428,0.0004931692847181,2.011463020320241,0.0004916354988732,0.0078305620846224,0.0143148921812958,0.0096200600899254,0.0122962234250918,0.4529779207939798,1.8280797759597904,2.7807186146946137,2.7807186146946137,27.522727482884527,0.0633053883657774,0.3992741165835687,0.4567454786260428,0.0242829136163912,0.0122962234250918,2.4152262355180567,5.694030806886854,1.0309803271918998,0,-1.7613092329363969,0,0,0
ABR,2022,372182712000,195962561000,87026801000,82428749000,285155911000,85155911000,104178591000,29390746000,38272592000,0,48357365000,570311822000,2.3773569704424364,113533812000,0.3050485912951271,0.5866565438230781,2.3773569704424364,0.5556606062079658,0.0789685954032169,0.1030690400101858,0.3673748284808344,0.1028328043350922,0.2338281660970862,1.3051902402962987,9999.0,9999.0,26.642650731929656,0.0,0.0,0.3050485912951271,0.2288013608756765,0.1028328043350922,6.553289509055952,10.319001624991309,1.048307152895573,0,-3.3320475604428546,0,0,0
ABR,2023,384081525000,174258792000,67943209000,50640776000,316138316000,116138316000,53676045000,30982405000,29454458000,0,13845316000,632276632000,3.441076653327745,123618016000,0.3218535856417462,0.2734025244794827,3.441076653327745,0.2037777756420071,0.0806662205374236,0.0980026887977729,0.5487449382680859,0.0766880364787137,0.1768978838542156,1.2149160843888345,9999.0,9999.0,26.674120671688183,-0.4847689483533137,0.0319703538513631,0.3218535856417462,0.3023793346998401,0.0766880364787137,9.305957744798306,13.383715390106511,1.0067213777036463,0,-3.668444361062688,0,0,0
ABR,2024,354781425000,196917439000,58905206000,46888601000,295876219000,95876219000,24896355000,19737903000,26778557000,0,2391093000,591752438000,4.199686806607858,150028838000,0.4228768121104423,0.0509951875083669,4.199686806607858,0.0405922186232571,0.0556339808376382,0.0667100014550341,1.0756015087349131,0.0754790276858491,0.1660323845872145,1.19908732847502,9999.0,9999.0,26.59476773257279,-0.5361738183206307,-0.0762861478432215,0.4228768121104423,0.2702402443983644,0.0754790276858491,10.045842773217702,14.710409062110664,1.072285958747375,0,-3.620767068848681,0,0,0
ABS,2022,1669271117000,1356959281000,763594900000,762417400000,905676217000,63056573000,1605336431000,22539691000,35680557000,44261733000,-60702562000,1811352434000,1.7798115323705883,594541881000,0.3561685546135283,-0.0796185422840559,1.7798115323705883,-0.0794957666689497,0.0135027143107275,0.0248871402129355,0.0222262177017771,0.0213749322303765,0.4574421088482776,1.843121289559048,0.8061265246889452,0.8061265246889452,28.14340819019596,0.0,0.0,0.3561685546135283,0.0377749140674791,0.0213749322303765,2.3721379412041648,5.093996320977231,0.8097258236933627,1,-1.760461440092573,0,1,1
ABS,2023,1579205344000,1121657278000,665242118000,664304618000,913963226000,71343583000,1025222516000,8287010000,22720953000,76016457000,-454578354000,1827926452000,1.688468283386222,457352660000,0.2896093669753944,-0.68429202760713,1.688468283386222,-0.6833276813059512,0.0052475822928826,0.0090671153545952,0.0221619722990945,0.0143875861909444,0.4212511821388568,1.7278653003485285,0.2988951852886277,0.2988951852886277,28.0879428896118,-0.3613659441084471,-0.0539551496954343,0.2896093669753944,0.0451768880285653,0.0143875861909444,2.7477611572392955,5.028947896636117,0.5491979919569838,1,-1.9292362552600328,0,1,1
ABS,2024,1001585160000,946361156000,85186545000,84489045000,916398614000,73778971000,396140857000,2435388000,11278970000,35962658000,460518869000,1832797228000,11.200992460028395,861872111000,0.8605080680308802,5.450634091082459,11.200992460028395,5.406004774580305,0.0024315336301508,0.0026575640368657,0.0284721199560589,0.0112611193240922,0.0850517244085365,1.0929579603227118,0.3136300436969926,0.3136300436969926,27.632605020888555,-0.6136049971419082,-0.3657663559679545,0.8605080680308802,0.073662204619725,0.0112611193240922,21.51510227348697,28.551603822362097,0.886279840253057,0,-3.8709510420471336,0,1,1
ABT,2022,622539910000,299925830000,151648445000,148066249000,470891464000,74304159000,616639120000,64289101000,70068464000,3206043000,133837851000,941782928000,2.025619153761368,151859581000,0.2439354948343793,0.9039051904394498,2.025619153761368,0.8825534017180328,0.1032690434256656,0.1365263673584025,0.1136296120816986,0.1125525655053986,0.2435963422810916,1.3220454342319528,21.85512296622348,21.85512296622348,27.15707357567996,0.0,0.0,0.2439354948343793,0.1193564586084127,0.1125525655053986,6.210303890686119,9.26649122659366,1.2910353526303548,0,-3.3843140210283176,0,0,0
ABT,2023,651384406000,337587701000,160564994000,157455383000,490819413000,94232107000,532664144000,63871594000,70265317000,4899911000,59926097000,981638826000,2.144021338413054,180132318000,0.2765376578572868,0.3805909703322115,2.144021338413054,0.373220186462312,0.0980551474853698,0.1301325748498868,0.1319129845541095,0.1078707386188179,0.2464980624666658,1.327136597997602,14.340121075668517,14.340121075668517,27.20236579029413,-0.1361817200309963,0.0463335692004067,0.2765376578572868,0.1446643581455341,0.1078707386188179,6.113654050894804,9.429920960056243,1.2170834000228647,0,-3.344785292977821,0,0,0
ABT,2024,773847842000,443285868000,211253070000,195928792000,562594772000,166007466000,583491023000,101488893000,113010133000,3770066000,81843024000,1125189544000,2.2624845663316293,247357076000,0.3196456235643286,0.4177182085622209,2.2624845663316293,0.3874169686622779,0.1311483827850488,0.1803943051927258,0.193679300186937,0.146036632612332,0.2729904491999604,1.375497748137624,29.975637827030084,29.975637827030084,27.37464110464716,0.0954201246179617,0.1880048629840855,0.3196456235643286,0.2145221023954215,0.146036632612332,5.326263632523778,9.370160329695908,1.447155389852811,0,-3.343172100358272,0,0,0
ACC,2022,2099774621000,1889388844000,883646264000,872263682000,1216128357000,94836533000,642233570000,81593658000,98533737000,23626527000,-438757902000,2432256714000,2.166075331335416,1017125162000,0.4843973023712434,-0.5030106274675781,2.166075331335416,-0.4965311571780719,0.038858293258703,0.067092965582415,0.1534235231584048,0.0469258633829349,0.420829100019873,1.7266060847226836,4.170470632437852,4.170470632437852,28.37285113156503,0.0,0.0,0.4843973023712434,0.0451651010787219,0.0469258633829349,2.7525230548589747,6.530375542607237,0.8220136412821051,1,-2.0848007508762287,0,0,0
ACC,2023,2352042742000,1752179532000,1067001929000,884553038000,1285040814000,163093758000,651590437000,70154709000,69435128000,44623826000,-378501210000,2570081628000,1.9808642972520087,867626494000,0.368882111922097,-0.4279010909914483,1.9808642972520087,-0.3547333886778755,0.0298271403607001,0.0545933702927508,0.1065625338513063,0.0295212016176872,0.4536490387469328,1.830325322258597,1.5560101906098325,1.5560101906098325,28.486305318418857,0.0145692586577186,0.120140570553167,0.368882111922097,0.0693413240702068,0.0295212016176872,2.4086944532599808,5.373431021471669,0.5999040442080179,1,-1.856346067954642,0,0,0
ACC,2024,2987376803000,1752675652000,1650860556000,1489577024000,1336516247000,214347868000,700023911000,52511515000,63685079000,40823583000,433034183000,2673032494000,1.1766264004888412,263098628000,0.0880701181504086,0.2907094940529909,1.1766264004888412,0.2623081528153005,0.0175778010150131,0.039289844113657,0.0909755766899796,0.0213180603585211,0.5526120957832181,2.2351967734814973,1.560007091979163,1.560007091979163,28.72541679484635,0.0743311614930899,0.2701201171453882,0.0880701181504086,0.0717511991740534,0.0213180603585211,1.6191752139724636,2.655040224654444,0.2600190272776979,1,-1.23391766420517,0,0,0
ACE,2022,175058817000,153510354000,103564139000,103564139000,71494678000,18092191000,313255998000,17253938000,21236660000,3131383000,-14035419000,142989356000,1.4822732606312692,49946215000,0.2853110506282011,-0.1355239287993308,1.4822732606312692,-0.1355239287993308,0.0985608054234709,0.2413317813669991,0.0677933068659071,0.1213115703849409,0.5915962461919299,2.448557317790843,6.781878805626779,6.781878805626779,25.88838785154479,0.0,0.0,0.2853110506282011,0.1033492131961568,0.1213115703849409,1.3806840609180364,4.473490944091212,1.4974524813731258,0,-1.3773541141541432,0,0,0
ACE,2023,167468104000,149207587000,96130772000,94423602000,71337332000,17934845000,295481188000,14870388000,18580032000,4021562000,22680529000,142674664000,1.5801937634194467,54783985000,0.3271308606921351,0.2401997860661998,1.5801937634194467,0.2359341189936558,0.0887953445749884,0.2084516981935909,0.0628805919109814,0.110946691078559,0.5740243646634944,2.3475521063781866,4.620103332983552,4.620103332983552,25.844058746198005,-0.0567421218220377,-0.0433609293726691,0.3271308606921351,0.1070940947656516,0.110946691078559,1.4841726642952582,4.799048256634369,1.4850727103675552,0,-1.4339609470592078,0,0,0
