ticker,year,total_assets,current_assets,total_liabilities,current_liabilities,total_equity,retained_earnings,net_revenue,profit_after_tax,ebit,interest_expense,operating_cash_flow,market_cap,current_ratio,working_capital,working_capital_to_assets,ocf_to_current_liabilities,cash_ratio,ocf_to_total_debt,roa,roe,operating_margin,ebit_to_assets,debt_ratio,equity_multiplier,ebit_to_interest,icr,company_size,revenue_growth,assets_growth,altman_x1,altman_x2,altman_x3,altman_x4,altman_z_score,springate_s_score,springate_distressed,zmijewski_x_score,zmijewski_distressed,distress_label,distress_label_next_year
BRS,2022,112404350000,78467661000,46230810000,46230810000,66173540000,14515161000,146056335000,14515161000,17903636000,0,0,132347080000,1.697302318518754,32236851000,0.2867936249798162,0.0,1.697302318518754,0.0,0.129133445458294,0.2193499244562101,0.1225803454536908,0.159278853531914,0.4112902214193668,1.6986298451012294,9999.0,9999.0,25.445368474724752,0.0,0.0,0.2867936249798162,0.129133445458294,0.159278853531914,2.862746294083967,6.3785787165842605,1.5597326092911648,0,-2.543535451746008,0,0,0
BRS,2023,116506488000,86961394000,52219887000,52219887000,64286601000,14804003000,142471819000,14804003000,18487212000,5903000,0,128573202000,1.665292649905581,34741507000,0.2981937538105174,0.0,1.665292649905581,0.0,0.1270659106984668,0.2302813147641761,0.1297604826678039,0.1586796779935551,0.4482144118875165,1.8122981490341976,3131.8333050991023,3131.8333050991023,25.481212799388604,-0.0245420097663,0.0364944773044815,0.2981937538105174,0.1270659106984668,0.1586796779935551,2.462150138317994,6.02197097522458,1.5170152976245728,0,-2.323635620983879,0,0,0
BRS,2024,121747688000,95517013000,56356648000,56356648000,65391040000,15451586000,156614474000,15451586000,19211740000,0,0,130782080000,1.6948668238749758,39160365000,0.3216518165010246,0.0,1.6948668238749758,0.0,0.1269148207561855,0.2362951560336095,0.1226689941824917,0.1577996290163637,0.4628970695525651,1.8618405212701925,9999.0,9999.0,25.525216608995745,0.0992663328036824,0.0449863358682651,0.3216518165010246,0.1269148207561855,0.1577996290163637,2.320614952117096,6.020837438624801,1.5552916504916414,0,-2.239382864248713,0,0,0
BSA,2022,1524417089000,390705690000,602637448000,196189157000,921779640000,255546642000,397881872000,153663850000,161840229000,28794958000,203145943000,1843559280000,1.9914744319942208,194516533000,0.1276005985524608,1.035459584547784,1.9914744319942208,0.3370947883743195,0.1008017104431712,0.1667034542008326,0.4067544675671979,0.1061653206119365,0.3953232040945718,1.6537760467349876,5.620436362504853,5.620436362504853,28.05263321619553,0.0,0.0,0.1276005985524608,0.167635645023919,0.1061653206119365,3.059151544794143,5.309092205828183,1.009336150217082,0,-2.5082313313831874,0,0,0
BSA,2023,1356481427000,351572625000,451555426000,201168294000,904926002000,225591968000,344150882000,96995724000,101950548000,38501118000,160984346000,1809852004000,1.74765425509847,150404331000,0.1108782825966403,0.8002471105113612,1.74765425509847,0.3565107110461341,0.0715053830221001,0.1071863597527613,0.296237939032799,0.0751580861858715,0.3328872898751455,1.4989970715859704,2.647989286960446,2.647989286960446,27.935915277097628,-0.1350425686144354,-0.1101638542442238,0.1108782825966403,0.1663067134644962,0.0751580861858715,4.008039544629456,5.983025280758204,0.6545904767883864,1,-2.731307288331516,0,0,0
BSA,2024,1276003968000,392682170000,369661070000,280682070000,906342898000,227008864000,296141935000,70312807000,75216277000,28267778000,204544217000,1812685796000,1.3990283383616202,112000100000,0.0877741000880649,0.728739876401795,1.3990283383616202,0.5533290724933518,0.0551039093633915,0.0775785932180383,0.253987254456212,0.0589467422408517,0.289702132023464,1.4078600613694,2.6608485817314684,2.6608485817314684,27.87475441056418,-0.139499706410748,-0.0593280950244813,0.0877741000880649,0.1779060799911243,0.0589467422408517,4.903642669215885,6.700718827883974,0.4746033952846375,1,-2.902261552954963,0,0,0
BSD,2022,152103604000,70960726000,83607026000,80451352000,68496577000,19388724000,289078607000,5418507000,6876141000,1397888000,-8630810000,136993154000,0.8820327345151391,-9490626000,-0.0623957996419335,-0.1072798627423936,0.8820327345151391,-0.1032306782446728,0.0356237910049784,0.0791062449733802,0.0237864056125052,0.045206956437403,0.549671564652735,2.2206015345847137,4.918949872951195,4.918949872951195,25.74782773086848,0.0,0.0,-0.0623957996419335,0.1274705101662153,0.045206956437403,1.6385363832939113,2.030491367208733,0.8796747212132523,0,-1.3307072719398731,0,0,0
BSD,2023,156246762000,72570537000,88639117000,84588290000,67607645000,18499792000,311192583000,3118308000,1868048000,1291648000,8164829000,135215290000,0.8579265167790956,-12017753000,-0.0769152131293447,0.0965243416080405,0.8579265167790956,0.0921131581218256,0.019957584785021,0.0461236003709343,0.0060028680053727,0.0119557549615012,0.5673021051149847,2.311081268989624,1.4462516103458527,1.4462516103458527,25.7747024021482,0.0764981408672693,0.0272390521397507,-0.0769152131293447,0.1184011224501407,0.0119557549615012,1.525458449681984,1.563497906566329,0.7586483803260102,1,-1.1596188384442976,0,0,0
BSD,2024,126618405000,49712229000,58247321000,53455520000,68371083000,19263230000,339921066000,4800478000,5964290000,289174000,22112728000,136742166000,0.929973723948434,-3743291000,-0.029563561474337,0.4136659413284166,0.929973723948434,0.3796351080249682,0.0379129558613536,0.0702121099939282,0.0175461028943701,0.0471044474142601,0.4600225456954698,1.8519291993663465,20.62526368207377,20.62526368207377,25.564443715236884,0.0923173769858132,-0.1896254144453886,-0.029563561474337,0.1521360974338604,0.0471044474142601,2.347612965753395,3.0835622150276274,1.2580733115826015,0,-1.8521996858077072,0,0,0
BSG,2022,529897616000,142158936000,233766362000,170286002000,296131253000,-303868747000,485266529000,15015018000,13264649000,3261037000,81606649000,592262506000,0.8348245559256244,-28127066000,-0.0530801897398987,0.4792328673028567,0.8348245559256244,0.3490949181131543,0.0283356964565018,0.0507039289095231,0.0273347700846682,0.0250324753301022,0.4411538284784432,1.7894011882629626,4.067616834767591,4.067616834767591,26.99594964747294,0.0,0.0,-0.0530801897398987,-0.5734480356673278,0.0250324753301022,2.533565996976075,0.6108158900739422,0.4272590796560397,1,-1.9162731099508343,0,0,0
BSG,2023,513529220000,185433551000,182377347000,152587120000,331151872000,-268848128000,515210692000,35020619000,32522209000,1394440000,71571045000,662303744000,1.2152634573612766,32846431000,0.0639621461072848,0.4690503693889759,1.2152634573612766,0.3924338530925115,0.0681959616630968,0.1057539514679234,0.0631240956466796,0.063330785734062,0.3551450236853124,1.550736273657544,23.32277401680961,23.32277401680961,26.9645727682988,0.0617066317384522,-0.0308897332348065,0.0639621461072848,-0.5235303416619603,0.063330785734062,3.6315022391459615,2.951542995881954,0.796256245771099,1,-2.5874162463071,0,0,0
BSG,2024,557412210000,220171443000,181389720000,143792430000,376022491000,-223977509000,627512823000,44870618000,44292591000,226902000,117161684000,752044982000,1.5311754798218515,76379013000,0.1370242912332329,0.8147973019163804,1.5311754798218515,0.6459113779987091,0.0804980895556629,0.119329612121526,0.0705843599948235,0.0794611065301206,0.3254139696724619,1.48239061051271,195.20582013380223,195.20582013380223,27.04657085702883,0.2179732151210869,0.0854537352324371,0.1370242912332329,-0.4018166537830235,0.0794611065301206,4.146017657450488,4.476254235362776,1.037644232017343,0,-2.813506477786737,0,0,0
BSR,2022,78487929062000,58471339394000,27297582190000,26015466988000,51190346872000,14651541652000,167123712786000,14669336789000,15499742031000,252789590000,7087759330000,102380693744000,2.247560630795931,32455872406000,0.4135141899382021,0.2724440554255408,2.247560630795931,0.25964787945932,0.1868992718283119,0.2865645123616813,0.0927441221393115,0.1974793094458675,0.3477933806666858,1.5332564410680167,61.31479556179509,61.31479556179509,31.99396595898228,0.0,0.0,0.4135141899382021,0.1866725473215926,0.1974793094458675,3.7505407266986968,8.586334312772859,2.2707057792835403,0,-3.1676146959504776,0,0,0
BSR,2023,86594660994000,68680527656000,29325965248000,28442061215000,57268695746000,16340184317000,147423365944000,8592578972000,9601523363000,287654760000,11673333341000,114537391492000,2.4147521214031675,40238466441000,0.4646760663892206,0.4104250128975752,2.4147521214031675,0.3980545309347016,0.0992275837028262,0.1500397182102782,0.0651289115637694,0.1108789300955317,0.3386578908142148,1.5120767090290912,33.37863542741306,33.37863542741306,32.092259278256925,-0.1178788246957274,0.1032863528045981,0.4646760663892206,0.1886973645884725,0.1108789300955317,3.905664844222351,8.509482900747152,1.716124947681961,0,-2.8258331575073057,0,0,0
BSR,2024,88386867729000,71515534343000,32848858697000,31984096505000,55538009032000,11826112140000,123027063880000,591091587000,708068900000,260793426000,-80470180000,111076018064000,2.2359716908626805,39531437838000,0.4472546527975854,-0.0025159435092193,2.2359716908626805,-0.0024497100718859,0.0066875498836809,0.0106430100268704,0.0057553913559267,0.0080110192633026,0.3716486344749401,1.5914662637271184,2.715056552077352,2.715056552077352,32.11274451943493,-0.1654846360872478,0.0206965038540214,0.4472546527975854,0.1337994256823269,0.0080110192633026,3.3814270105568167,6.974509060610598,1.051262022594719,0,-2.220640644732856,0,0,0
BTU,2022,75643468000,64412942000,20976271000,20911725000,54667197000,6268842000,78338293000,6984590000,7362223000,0,14551036000,109334394000,3.080230923082625,43501217000,0.57508226619118,0.6958314534071197,3.080230923082625,0.6936903132115332,0.0923356660485212,0.1277656507612783,0.093979875206114,0.0973279411250684,0.2773044593883506,1.3837085519493528,9999.0,9999.0,25.04929692844292,0.0,0.0,0.57508226619118,0.082873540382892,0.0973279411250684,5.212289353050406,10.169654992925754,1.5377425503673214,0,-3.1471960023970764,0,0,0
BTU,2023,88483182000,78487560000,30620987000,30620987000,57862195000,7801748000,103096032000,8539515000,9421561000,0,2508938000,115724390000,2.56319497474069,47866573000,0.540968033902759,0.081935242649102,2.56319497474069,0.081935242649102,0.0965100350934486,0.1475836684038688,0.0913862620823272,0.1064785509182976,0.3460656173056706,1.52920541642086,9999.0,9999.0,25.206078337003262,0.3160362327527357,0.1697398908257352,0.540968033902759,0.088172100320714,0.1064785509182976,3.779250812522797,8.519940564767523,1.553216422543206,0,-2.77197391917716,0,0,0
BTU,2024,113253568000,100562446000,48787945000,48787945000,64465624000,10021473000,106753894000,12356381000,13946282000,0,0,128931248000,2.0612150399038125,51774501000,0.4571555838311425,0.0,2.0612150399038125,0.0,0.1091036796297667,0.1916739532374649,0.1306395624313245,0.1231420982692571,0.4307850592398113,1.7568055805990492,9999.0,9999.0,25.45289510633203,0.0354801434064893,0.2799445661888606,0.4571555838311425,0.0884870399844709,0.1231420982692571,2.642686589894286,6.889744200040079,1.4146246641874398,0,-2.343736580826641,0,0,0
BTV,2022,386855360000,202088160000,192720262000,158431215000,194135098000,-59589313000,791189716000,18617128000,18912241000,2272479000,21030558000,388270196000,1.275557723899296,43656945000,0.1128508210407114,0.1327425154190732,1.275557723899296,0.1091247893799563,0.0481242601886141,0.0958977958740876,0.0239035475531888,0.048887111193186,0.4981713630644797,1.9927121060819204,8.3222951675241,8.3222951675241,26.681316713345435,0.0,0.0,0.1128508210407114,-0.1540351231013058,0.048887111193186,2.0146827944847856,2.6820852061440448,1.15371135888233,0,-1.682084632276826,0,0,0
BTV,2023,460522260000,287410288000,236537542000,203275121000,223984718000,-29739692000,932406632000,30413620000,30199405000,3570644000,-163593000,447969436000,1.4138980047637015,84135167000,0.182695114455488,-0.0008047861400608,1.4138980047637015,-0.0006916153715675,0.0660415850473764,0.1357843529307209,0.0323886638764276,0.0655764283793795,0.5136289003706357,2.0560432163054982,8.457691385643598,8.457691385643598,26.855627030235706,0.1784867941837606,0.1904249174678618,0.182695114455488,-0.0645781856451412,0.0655764283793795,1.8938618885284604,3.417183647289155,1.285823587150254,0,-1.6751579926196254,0,0,0
BTV,2024,481566965000,305343108000,246739765000,214098844000,234827200000,-18897210000,1172940663000,26566431000,35195491000,4255919000,151810000,469654400000,1.4261782188791268,91244264000,0.1894736778715707,0.0007090650148489,1.4261782188791268,0.0006152636158991,0.0551666391817387,0.1131318305545524,0.0300061990433355,0.0730853516914309,0.5123685446322092,2.050729068012564,8.269774636218406,8.269774636218406,26.900311134319224,0.2579711713161645,0.04569747616543,0.1894736778715707,-0.0392410845706577,0.0730853516914309,1.903440250095075,3.604767217103405,1.4891770121163004,0,-1.633453884789748,0,0,0
BTW,2022,382890445000,192051734000,136692594000,122784832000,246197851000,65583587000,468747514000,40881860000,51059076000,1461487000,139545732000,492395702000,1.564132400327754,69266902000,0.1809052769650598,1.136506274651253,1.564132400327754,1.020872659714103,0.1067716902676952,0.1660528710301374,0.1089266064886266,0.1333516588537486,0.3570018416103332,1.5552144076188543,34.936387391745534,34.936387391745534,26.67101474082213,0.0,0.0,0.1809052769650598,0.1712855148422416,0.1333516588537486,3.6022119969425703,6.42357513956339,1.3520154177553505,0,-2.75181863862704,0,0,0
BTW,2023,369378794000,175594605000,124782230000,114905912000,244596564000,51717742000,529806369000,43644832000,54118572000,1396987000,35101023000,489193128000,1.5281598826699188,60688693000,0.1642993425334536,0.3054762143134985,1.5281598826699188,0.281298250560196,0.1181573839888599,0.1784359979807402,0.1021478320506939,0.1465123956195493,0.3378164421642461,1.510155285746369,38.73949578628864,38.73949578628864,26.635088496458422,0.130259581494015,-0.0352885562344079,0.1642993425334536,0.1400127534121517,0.1465123956195493,3.920374944413159,6.635202253340259,1.495572080080086,0,-2.9122671471443464,0,0,0
BTW,2024,380695090000,178097486000,119398566000,113553691000,261296524000,68417702000,561464712000,47058963000,58894440000,841438000,58988983000,522593048000,1.568398917125468,64543795000,0.1695419686132542,0.5194809827890139,1.568398917125468,0.4940510173296386,0.123613264883453,0.1800979296609395,0.1048942858585207,0.1547023892532998,0.3136330599903456,1.4569466297224831,69.99260789267896,69.99260789267896,26.66526460295724,0.0597545534602661,0.0306360196736144,0.1695419686132542,0.1797178471621475,0.1547023892532998,4.376878764188843,7.333398254032009,1.5769182598660074,0,-3.0748248456990708,0,0,0
BVG,2022,36567327000,7926163000,284696000,284696000,36282631000,-61533714000,3202100000,6764763000,5361688000,0,-5881915000,72565262000,27.840795093714,7641467000,0.2089697997340631,-20.66033593728047,27.840795093714,-20.66033593728047,0.1849947358744597,0.1864463191767984,1.6744286561943724,0.1466251005986847,0.0077855294153712,1.0078466195023177,9999.0,9999.0,24.32242097373737,0.0,0.0,0.2089697997340631,-1.6827512166803988,0.1466251005986847,254.88683367521847,264.50156895488,13.130203933597796,0,-5.1994619741423085,0,0,0
BVG,2023,40303636000,9516018000,159619000,159619000,40144017000,-57672328000,3203310000,3861386000,3861490000,0,2842094000,80288034000,59.61707566141875,9356399000,0.2321477645341973,17.80548681547936,59.61707566141875,17.80548681547936,0.0958073857157701,0.0961883311278988,1.205468718294514,0.095809966128118,0.0039604119092381,1.0039761591372385,9999.0,9999.0,24.41970752515423,0.0003778770182067,0.1021761585144027,0.2321477645341973,-1.4309460317674565,0.095809966128118,502.9979764313772,525.6497234971094,16.53170744081997,0,-4.947027190483983,0,0,0
BVG,2024,55021140000,37109289000,10602175000,10602175000,44418965000,-53397380000,96000000,4274947000,4274947000,0,14784932000,88837930000,3.500158127931297,26507114000,0.4817623553419649,1.3945187661965588,3.500158127931297,1.3945187661965588,0.0776964454026216,0.0962414815383474,44.53069791666667,0.0776964454026216,0.1926927540941536,1.2386857730701288,9999.0,9999.0,24.730983311966465,-0.9700309991852178,0.3651656639614351,0.4817623553419649,-0.970488434081882,0.0776964454026216,8.379217471886665,9.31686721452297,1.0015625671505628,0,-3.5652859384868463,0,0,0
BVL,2022,1825459649000,1510164127000,902121495000,524422227000,923338154000,140335561000,1158344511000,144087002000,117061081000,30866993000,178739867000,1846676308000,2.879672235936712,985741900000,0.539996543084366,0.3408319819365704,2.879672235936712,0.1981328102596646,0.0789319019343604,0.1560500899651981,0.101058950846101,0.0641269069212934,0.4941886803656211,1.9770217889208983,3.792435531378129,3.792435531378129,28.23285293371673,0.0,0.0,0.539996543084366,0.0768768354188912,0.0641269069212934,2.0470372541117645,6.37331773742747,1.1153635082785618,0,-1.8498367695643283,0,0,0
BVL,2023,1471467503000,1163744292000,498676231000,430906468000,972791272000,183258049000,1035173222000,55593081000,66648091000,38132807000,189510338000,1945582544000,2.7006888464714343,732837824000,0.4980319460034993,0.4397946006231681,2.7006888464714343,0.3800268114242646,0.0377807059188584,0.0571480055384378,0.0643835153224239,0.0452936207317654,0.338897209746942,1.5126240801634163,1.7477887478883996,1.7477887478883996,28.017281320108324,-0.1063338996562137,-0.1939194581451961,0.4980319460034993,0.1245410099960597,0.0452936207317654,3.9014944427940863,8.074035554621364,0.9770987617120184,0,-2.5491018364631794,0,0,0
BVL,2024,1788047199000,1484214202000,498707485000,371968394000,1289339713000,145472256000,803565512000,17734860000,23356269000,11914446000,253327779000,2578679426000,3.9901621372701896,1112245808000,0.6220449933436013,0.6810465165489302,3.9901621372701896,0.5079686722568441,0.0099185636765732,0.0137549939873759,0.029065793206914,0.01306244545058,0.278911812439242,1.3867929304989923,1.9603319365415728,1.9603319365415728,28.212145189982465,-0.2237381194545621,0.2151455573123859,0.6220449933436013,0.0813581744829544,0.01306244545058,5.170725332105252,9.862884037286868,0.88087360968337,0,-2.770796854189981,0,0,0
BVN,2022,113335935000,22738682000,38131599000,18131599000,75204336000,14930715000,50825135000,21250188000,20761167000,3942890000,0,150408672000,1.2540913793648316,4607083000,0.040649799200933,0.0,1.2540913793648316,0.0,0.1874973546563144,0.2825659945990348,0.4084822794863211,0.1831825625297042,0.33644756184347,1.5070398999334291,5.265469490652795,5.265469490652795,25.45362212150738,0.0,0.0,0.040649799200933,0.1317385787658609,0.1831825625297042,3.944462753843604,6.068803161270224,1.395812841377897,0,-3.231003358963095,0,0,0
BVN,2023,108345291000,15752822000,16532015000,16532015000,91813277000,31539655000,49378345000,16907555000,20864994000,1274126000,0,183626554000,0.9528676328929052,-779193000,-0.0071917569541624,0.0,0.9528676328929052,0.0,0.1560525136251653,0.1841515252744981,0.4225535302975424,0.1925786880760696,0.1525863731354969,1.1800612562821389,16.375926713684517,16.375926713684517,25.40858910297832,-0.0284660335875153,-0.0440340832764118,-0.0071917569541624,0.291103145405738,0.1925786880760696,11.1073304736295,13.858644109585564,1.5482261594968287,0,-4.136305454972483,0,0,0
BVN,2024,123212118000,32143336000,16567652000,10374168000,106644466000,46370844000,50729698000,14831189000,18563318000,212364000,0,213288932000,3.098401336859013,21769168000,0.176680413853449,0.0,3.098401336859013,0.0,0.1203711878404687,0.1390713419672428,0.3659260498653077,0.1506614633472983,0.1344644688276521,1.1553540715371016,87.41273473846792,87.41273473846792,25.53717324359837,0.0273673206341766,0.1372171034179972,0.176680413853449,0.3763497028758161,0.1506614633472983,12.873817726253543,16.915877192513854,1.976681744223672,0,-4.087616478311928,0,0,0
BWA,2022,39991247000,16616931000,4576086000,4479303000,35415161000,4046212000,32055721000,1431363000,1903970000,0,3731105000,70830322000,3.709713542486409,12137628000,0.3035071149444277,0.8329655305747345,3.709713542486409,0.8153485314742773,0.0357919071640851,0.0404166735257818,0.0593956379892375,0.0476096681856407,0.1144271895297488,1.1292126273264718,9999.0,9999.0,24.411926442114662,0.0,0.0,0.3035071149444277,0.1011774401533415,0.0476096681856407,15.478363387401371,18.89306365591429,1.059940607757432,0,-3.82366745608876,0,0,0
BWA,2023,40237431000,16682132000,5427045000,5293548000,34810386000,3302890000,35334528000,794671000,1833405000,0,4784218000,69620772000,3.1514084693290774,11388584000,0.2830345704724539,0.9037828692589543,3.1514084693290774,0.8815511940660157,0.019749546137774,0.022828560418721,0.0518870663844724,0.0455646634100472,0.1348755341761257,1.155903039972036,9999.0,9999.0,24.4180635187516,0.1022846124721388,0.0061559470751186,0.2830345704724539,0.0820850118388522,0.0455646634100472,12.828486220401713,15.90040899043127,1.011258488464363,0,-3.632688046693383,0,0,0
BWA,2024,52350699000,13452497000,17874674000,7889905000,34476026000,2891358000,37002849000,980762000,1375211000,0,3743356000,68952052000,1.7050264863772124,5562592000,0.1062563080580834,0.4744488051503788,1.7050264863772124,0.2094223368773047,0.0187344585408496,0.028447652290319,0.0371650031596215,0.0262692003405723,0.3414409805683779,1.5184667455582033,9999.0,9999.0,24.681231126609344,0.047215035672756,0.3010447660040722,0.1062563080580834,0.0552305519358967,0.0262692003405723,3.857527807220428,5.104026204042146,0.5878589947260198,1,-2.444911580139577,0,0,1
BWE,2022,9987292158000,2786194240000,5449453702000,1989020331000,4537838456000,956656429000,3483746675000,746559671000,815615483000,170492601000,1303197749000,9075676912000,1.4007872099523553,797173909000,0.0798188233996388,0.6551957909574531,1.4007872099523553,0.2391428242654331,0.0747509594381889,0.1645187853729978,0.2341202042194988,0.0816653273076303,0.5456387593142441,2.200891956564617,4.783876122577308,4.783876122577308,29.93233461659164,0.0,0.0,0.0798188233996388,0.0957873679737806,0.0816653273076303,1.6654287582384897,3.133369496753846,0.6865188553923429,1,-1.5318415382204675,0,0,0
BWE,2023,12121720382000,2705825961000,7157962992000,2384770329000,4963757389000,1018524366000,3525936182000,681981565000,754812637000,344396591000,1070429870000,9927514778000,1.1346274851275209,321055632000,0.0264859790427724,0.4488607800017626,1.1346274851275209,0.1495439234872199,0.0562611199985028,0.1373922034367179,0.2140743899034075,0.0622694315008989,0.5905071859790735,2.442045295941034,2.1916960176879337,2.1916960176879337,30.126020032205947,0.012110383140875,0.2137144072920991,0.0264859790427724,0.0840247369104838,0.0622694315008989,1.3869189864623988,2.322384180320325,0.448383918116208,1,-1.1918225898530537,0,0,0
BWE,2024,14199525343000,4473573577000,8686796923000,3397922535000,5512728420000,1070064860000,3958997823000,660580621000,732167871000,351835216000,745025235000,11025456840000,1.316561378583635,1075651042000,0.0757526055284846,0.2192590405831603,1.316561378583635,0.0857652413891937,0.0465213170893525,0.1198282539374577,0.1849376796184209,0.051562841243911,0.6117667114332358,2.5757708817079727,2.0809965509535577,2.0809965509535577,30.284229653427783,0.1228217468060799,0.1714117217293191,0.0757526055284846,0.0753591992796797,0.051562841243911,1.2692200517325252,2.4217914293968485,0.4217223184091766,1,-1.0275419172469766,0,0,0
BWS,2022,1125111650000,223086789000,75811663000,71250959000,1049299987000,96253299000,680529275000,191660811000,199294855000,497881000,198041317000,2098599974000,3.1310005104633047,151835830000,0.1349517890068954,2.7794898451822942,3.1310005104633047,2.6122803426697025,0.1703482592149854,0.182655878561447,0.2928527284884254,0.1771334027160771,0.0673814576535582,1.0722497512048477,400.28612258752594,400.28612258752594,27.74890339110497,0.0,0.0,0.1349517890068954,0.0855499976380121,0.1771334027160771,27.681756222654027,31.42035722822392,2.7662048157775807,0,-4.695016859884006,0,0,0
BWS,2023,1114042052000,237648617000,69359752000,65113580000,1044682300000,28014144000,682500957000,232482313000,256288420000,0,245857290000,2089364600000,3.6497550434179775,172535037000,0.1548730020471435,3.77582203282326,3.6497550434179775,3.544667950946537,0.2086836063168646,0.2225387689635404,0.3755136419537651,0.2300527341314401,0.0622595456567199,1.066393153210311,9999.0,9999.0,27.73901600537468,0.0028972772699602,-0.0098386662337022,0.1548730020471435,0.0251463972564655,0.2300527341314401,30.123588100488018,34.27366602736104,3.708608893271909,0,-4.898795838356259,0,0,0
BWS,2024,1261027608000,367364468000,194017131000,190085490000,1067010477000,12134078000,744580342000,254721615000,284358785000,0,317403338000,2134020954000,1.9326276192885632,177278978000,0.1405829474908689,1.6697925654398975,1.9326276192885632,1.635955218820342,0.2019952722557681,0.2387245678375846,0.3819047709964924,0.2254976680891192,0.1538563706053293,1.1818324516789165,9999.0,9999.0,27.8629480664068,0.090958678318747,0.1319389656217393,0.1405829474908689,0.0096223729940732,0.2254976680891192,10.999136741177768,14.018030979296318,2.060588743354018,0,-4.339727923177733,0,0,0
BXH,2022,108269155000,103495994000,52614822000,52614822000,55654334000,1555951000,214861129000,1555951000,1564670000,1218209000,8473502000,111308668000,1.9670501593638383,50881172000,0.469950762985081,0.1610478127247109,1.9670501593638383,0.1610478127247109,0.0143711382988072,0.0279574093906145,0.007282238566288,0.014451669083406,0.4859631720594845,1.9453858705774827,1.2844019375985565,1.2844019375985565,25.40788613967609,0.0,0.0,0.469950762985081,0.0143711382988072,0.014451669083406,2.1155382412963406,5.4481572856378895,1.3265655754760242,0,-1.6025482422430255,0,0,1
BXH,2023,113940999000,108641369000,58639003000,58639003000,55301996000,1203613000,217191880000,1203613000,260247000,390085000,-772675000,110603992000,1.852715145924292,50002366000,0.4388443706729305,-0.0131768099808927,1.852715145924292,-0.0131768099808927,0.0105634759266943,0.0217643681432402,0.001198235403644,0.0022840505374189,0.5146435744345194,2.0603415290833262,0.6671545945114526,0.6671545945114526,25.458946598732737,0.0108477089869523,0.0523865176559288,0.4388443706729305,0.0105634759266943,0.0022840505374189,1.8861847293003944,4.909098788512316,1.2200317613552665,0,-1.4214781279770607,0,1,1
BXH,2024,97673538000,94004681000,43005118000,43005118000,54668420000,570037000,170165944000,570037000,-701624000,389371000,14585303000,109336840000,2.1858951997294835,50999563000,0.5221430905881591,0.3391527259615937,2.1858951997294835,0.3391527259615937,0.0058361457122603,0.0104271716651039,-0.0041231751989105,-0.0071833580964375,0.4402944633786072,1.7866537573246126,-1.8019421066283827,-1.8019421066283827,25.30489650976938,-0.2165179287549792,-0.1427709177799995,0.5221430905881591,0.0058361457122603,-0.0071833580964375,2.542414602838667,6.065547675852833,1.1958873013847833,0,-1.8253277952460285,0,1,0
C21,2022,795476282000,127235471000,169365230000,112675797000,626111052000,236572567000,67723606000,-2800721000,-1295020000,104700000,51827282000,1252222104000,1.1292174041600078,14559674000,0.0183030900222365,0.459968186424277,1.1292174041600078,0.3060089842525529,-0.0035208101905419,-0.0044732016645507,-0.0191221359358803,-0.0016279806567507,0.2129104711634884,1.2705034984752197,-12.368863419293218,-12.368863419293218,27.40220686906921,0.0,0.0,0.0183030900222365,0.2973973861360205,-0.0016279806567507,7.393619717577215,8.84194442279201,0.039709771785351,1,-3.0750835381273167,0,1,0
C21,2023,843129567000,202796856000,194281204000,130302285000,648848362000,256420847000,79075042000,14106892000,16133921000,0,100283198000,1297696724000,1.5563568666504966,72494571000,0.0859827170549221,0.7696196425104901,1.5563568666504966,0.5161755019801092,0.0167315826085838,0.0217414311666244,0.2040330373773307,0.0191357552047513,0.2304286453756875,1.2994246674232954,9999.0,9999.0,27.46038648064691,0.1676141698656743,0.059905349886975,0.0859827170549221,0.3041298242124155,0.0191357552047513,6.6794764356103125,8.69755238317952,0.2665446335287282,1,-3.0680742705638098,0,0,1
C21,2024,989229208000,249311570000,147567803000,119845984000,841661405000,516977917000,93251958000,15557368000,-4669953000,44992000,-87833155000,1683322810000,2.0802663692093346,129465586000,0.1308752157265457,-0.7328835899916346,2.0802663692093346,-0.5952054121182518,0.0157267576353244,0.0184841171373421,-0.0500788734108939,-0.0047207997522046,0.1491745308434119,1.1753291788400348,-103.7951858108108,-103.7951858108108,27.62019189904818,0.1792843309523628,0.173282549584695,0.1308752157265457,0.5226068062074447,-0.0047207997522046,11.407114396085438,14.507985944957303,0.1320500101305054,1,-3.5287966490283496,0,1,0
C22,2022,203855702000,165442551000,132263542000,128316795000,71592160000,8833003000,356877070000,8332036000,9354171000,0,0,143184320000,1.2893288910465694,37125756000,0.1821178197900002,0.0,1.2893288910465694,0.0,0.040872224412933,0.1163819613767764,0.0262111852689218,0.0458862367264075,0.6488096271155565,2.8474584647257464,9999.0,9999.0,26.040678237368184,0.0,0.0,0.1821178197900002,0.0433296832678244,0.0458862367264075,1.082568316520663,2.780999908423664,1.0768197474964938,0,-0.7908674508637134,0,0,0
